date,state,confirmed,deaths,recovered,active
2021-02-06,Bihar,579.0,14.0,320.0,245
2020-05-16,West Bengal,1670.0,135.0,1435.0,100
2020-03-12,Telangana,2939.0,77.0,2482.0,380
2021-09-27,Delhi,0.0,86.0,783.0,286
2020-04-27,Karnataka,2033.0,78.0,459.0,1496
2021-07-18,Maharashtra,3386.0,68.0,0.0,1110
2021-05-28,Odisha,4960.0,93.0,109.0,4758
2021-10-17,Karnataka,978.0,41.0,730.0,207
2020-08-25,Odisha,947.0,25.0,409.0,513
2020-11-01,Andhra Pradesh,1104.0,149.0,908.0,47
2020-08-19,Gujarat,4360.0,194.0,1885.0,2281
2021-09-17,Bihar,461.0,167.0,118.0,176
2021-10-20,Haryana,806.0,142.0,52.0,612
2021-07-15,Kerala,1164.0,107.0,1018.0,39
2021-03-06,Kerala,2711.0,198.0,2337.0,176
2021-02-21,Uttar Pradesh,2655.0,172.0,2417.0,66
2020-03-05,Kerala,443.0,95.0,0.0,106
2021-02-23,Rajasthan,0.0,115.0,56.0,451
2021-02-14,West Bengal,3881.0,150.0,1999.0,1732
2020-11-02,Odisha,3339.0,102.0,2990.0,247
2021-12-08,Delhi,3691.0,46.0,252.0,3393
2020-11-22,Odisha,3514.0,89.0,759.0,2666
2021-01-02,Haryana,2459.0,96.0,1706.0,657
2020-09-18,West Bengal,0.0,105.0,580.0,2124
2020-10-15,Haryana,769.0,65.0,235.0,469
2021-09-10,Odisha,260.0,48.0,123.0,89
2020-11-28,Rajasthan,866.0,92.0,41.0,733
2020-03-24,Uttar Pradesh,2538.0,16.0,2276.0,246
2021-07-28,Odisha,1438.0,104.0,1141.0,193
2021-10-02,Odisha,4008.0,76.0,0.0,3164
2021-03-12,West Bengal,3738.0,139.0,1341.0,2258
2021-04-02,Uttar Pradesh,0.0,130.0,3440.0,125
2021-01-19,West Bengal,0.0,160.0,396.0,-35
2020-08-15,Delhi,4716.0,171.0,2537.0,2008
2020-03-11,Delhi,3327.0,139.0,730.0,2458
2021-06-15,Andhra Pradesh,133.0,19.0,95.0,19
2021-09-10,Delhi,1237.0,155.0,404.0,678
2021-02-10,Haryana,3815.0,59.0,3707.0,49
2020-09-28,Punjab,3610.0,103.0,3557.0,-50
2020-07-06,Rajasthan,722.0,10.0,687.0,25
2021-03-26,Tamil Nadu,2430.0,15.0,845.0,1570
2021-02-12,Telangana,2531.0,0.0,356.0,2138
2020-03-04,Haryana,2787.0,113.0,1772.0,902
2021-05-15,Kerala,0.0,0.0,303.0,-44
2021-10-05,Bihar,95.0,127.0,25.0,-57
2020-12-19,Tamil Nadu,4905.0,179.0,692.0,4034
2021-12-18,Karnataka,3162.0,85.0,271.0,2806
2020-06-23,Kerala,3377.0,141.0,1445.0,1791
2021-11-30,Odisha,184.0,132.0,95.0,-43
2021-05-17,Rajasthan,600.0,136.0,503.0,-39
2020-08-28,Madhya Pradesh,4341.0,143.0,367.0,3831
2021-05-16,Tamil Nadu,3003.0,186.0,875.0,1942
2021-12-24,Madhya Pradesh,1559.0,59.0,1490.0,10
2021-09-02,West Bengal,0.0,41.0,1902.0,2320
2020-06-18,Delhi,0.0,99.0,830.0,1081
2020-05-10,Punjab,66.0,137.0,0.0,-123
2020-11-04,Uttar Pradesh,637.0,0.0,515.0,-32
2020-05-20,West Bengal,926.0,137.0,432.0,357
2021-06-03,Kerala,309.0,184.0,19.0,106
2020-03-16,Delhi,605.0,101.0,132.0,372
2021-01-10,Madhya Pradesh,4666.0,155.0,3055.0,1456
2021-09-17,Madhya Pradesh,2415.0,172.0,0.0,-146
2020-03-06,Haryana,4798.0,0.0,2326.0,2395
2020-08-28,Gujarat,3597.0,179.0,2424.0,994
2020-11-08,West Bengal,3131.0,9.0,1432.0,1690
2021-04-09,Punjab,4643.0,192.0,131.0,4320
2021-01-19,Karnataka,4604.0,22.0,15.0,4567
2020-06-15,Kerala,1743.0,0.0,1743.0,-132
2021-07-13,Uttar Pradesh,2063.0,52.0,1319.0,692
2021-05-27,West Bengal,3504.0,38.0,1893.0,1573
2021-09-17,Gujarat,3949.0,11.0,0.0,658
2020-05-16,Kerala,4862.0,81.0,1744.0,3037
2021-07-15,Maharashtra,1469.0,115.0,780.0,574
2021-10-10,West Bengal,3275.0,43.0,155.0,3077
2021-07-06,Karnataka,4764.0,34.0,74.0,4656
2020-10-01,Tamil Nadu,3446.0,85.0,2521.0,840
2021-03-17,Gujarat,3137.0,4.0,1888.0,1245
2020-09-28,Telangana,1543.0,158.0,1291.0,94
2021-02-19,Punjab,679.0,192.0,0.0,217
2021-07-15,Andhra Pradesh,1385.0,0.0,942.0,298
2020-08-18,Kerala,0.0,57.0,1525.0,-29
2020-05-13,Odisha,679.0,5.0,367.0,307
2021-03-24,Odisha,4942.0,49.0,1923.0,2970
2021-03-10,Rajasthan,3098.0,192.0,848.0,2058
2020-12-02,West Bengal,2653.0,174.0,1138.0,1341
2021-01-31,Haryana,2426.0,67.0,172.0,2187
2021-02-07,Rajasthan,0.0,39.0,201.0,800
2021-03-04,Delhi,2076.0,6.0,220.0,1850
2020-06-25,Punjab,279.0,174.0,233.0,-128
2020-04-05,Madhya Pradesh,1922.0,169.0,43.0,1710
2021-10-16,Odisha,506.0,25.0,469.0,12
2021-04-08,Uttar Pradesh,0.0,22.0,1420.0,2236
2020-10-10,Punjab,0.0,174.0,898.0,-99
2020-12-31,Telangana,2772.0,153.0,2.0,2617
2021-04-21,Telangana,3444.0,115.0,1075.0,2254
2020-10-24,West Bengal,2057.0,151.0,572.0,1334
2020-08-25,Punjab,4964.0,0.0,4948.0,11
2020-12-10,Odisha,329.0,49.0,260.0,20
2020-07-22,Punjab,1803.0,74.0,2.0,1727
2020-10-01,Andhra Pradesh,3754.0,72.0,2302.0,1380
2020-10-03,Telangana,3316.0,79.0,1321.0,1916
2020-08-12,West Bengal,899.0,129.0,226.0,544
2020-11-12,Haryana,3600.0,15.0,2056.0,1529
2021-04-03,Madhya Pradesh,3905.0,0.0,3338.0,493
2021-07-11,Rajasthan,2672.0,106.0,2337.0,229
2021-04-02,Rajasthan,1126.0,123.0,867.0,136
2020-04-19,West Bengal,4895.0,0.0,0.0,1831
2021-10-17,Haryana,2213.0,59.0,0.0,2154
2020-10-08,Madhya Pradesh,4247.0,131.0,216.0,3900
2021-07-11,Karnataka,1080.0,163.0,721.0,196
2021-12-25,West Bengal,89.0,3.0,78.0,8
2021-12-29,Delhi,3187.0,178.0,1465.0,1544
2020-12-09,Uttar Pradesh,516.0,0.0,277.0,134
2021-01-14,Kerala,335.0,50.0,78.0,207
2021-03-08,Maharashtra,3152.0,0.0,0.0,1385
2021-12-12,Punjab,1094.0,45.0,1070.0,-21
2021-07-18,Uttar Pradesh,2976.0,5.0,2291.0,680
2021-01-27,Uttar Pradesh,4492.0,39.0,106.0,4347
2021-06-04,Gujarat,214.0,24.0,185.0,5
2021-11-29,Kerala,2372.0,175.0,591.0,1606
2020-04-30,Andhra Pradesh,4491.0,77.0,2833.0,1581
2021-08-22,Odisha,0.0,76.0,508.0,800
2020-04-01,Madhya Pradesh,997.0,194.0,761.0,42
2020-11-28,Uttar Pradesh,2511.0,165.0,993.0,1353
2020-09-21,Andhra Pradesh,2004.0,112.0,1703.0,189
2021-11-13,Gujarat,1024.0,40.0,926.0,58
2021-06-14,West Bengal,4558.0,29.0,472.0,4057
2020-12-05,Odisha,2316.0,147.0,334.0,1835
2020-06-19,Madhya Pradesh,4889.0,83.0,375.0,4431
2021-07-06,Karnataka,337.0,0.0,133.0,28
2021-01-11,Gujarat,3908.0,113.0,2122.0,1673
2021-02-17,Uttar Pradesh,4130.0,161.0,3029.0,940
2020-07-25,West Bengal,1711.0,162.0,1439.0,110
2021-02-13,Delhi,4137.0,110.0,4124.0,-97
2021-06-28,Madhya Pradesh,1212.0,103.0,294.0,815
2021-10-16,Bihar,613.0,80.0,82.0,451
2020-12-27,Rajasthan,3191.0,55.0,37.0,3099
2020-03-08,Uttar Pradesh,3515.0,71.0,1910.0,1534
2021-04-10,Bihar,2015.0,154.0,831.0,1030
2021-10-30,Tamil Nadu,2853.0,188.0,80.0,2585
2020-12-27,Bihar,0.0,124.0,162.0,-87
2021-12-05,Delhi,1764.0,19.0,1175.0,570
2021-03-24,Delhi,1880.0,145.0,1787.0,-52
2021-06-11,Andhra Pradesh,1043.0,65.0,994.0,-16
2020-07-10,Haryana,1877.0,182.0,0.0,953
2020-11-29,Maharashtra,4029.0,39.0,3110.0,880
2020-09-07,Maharashtra,446.0,16.0,48.0,382
2021-01-07,Uttar Pradesh,1725.0,181.0,1171.0,373
2021-09-09,Maharashtra,1616.0,172.0,0.0,199
2021-05-28,Gujarat,0.0,20.0,1447.0,1508
2021-03-18,Bihar,2798.0,12.0,1217.0,1569
2020-08-31,Andhra Pradesh,0.0,0.0,40.0,1290
2021-12-31,Rajasthan,3927.0,6.0,985.0,2936
2021-10-11,Karnataka,2737.0,26.0,1143.0,1568
2021-05-06,Kerala,4147.0,71.0,27.0,4049
2021-11-01,Madhya Pradesh,4915.0,0.0,559.0,4217
2021-09-27,Gujarat,0.0,24.0,449.0,558
2021-05-11,Delhi,1550.0,177.0,1401.0,-28
2021-02-27,Punjab,3856.0,134.0,373.0,3349
2021-02-24,Telangana,1548.0,145.0,0.0,1036
2020-08-28,Karnataka,596.0,154.0,534.0,-92
2020-06-20,Punjab,452.0,168.0,0.0,213
2021-09-12,Uttar Pradesh,3493.0,46.0,2119.0,1328
2020-03-02,Odisha,4464.0,177.0,3904.0,383
2021-05-02,Uttar Pradesh,2972.0,43.0,106.0,2823
2020-08-02,Tamil Nadu,3368.0,127.0,1521.0,1720
2021-03-21,Madhya Pradesh,2806.0,55.0,0.0,290
2020-03-16,Uttar Pradesh,1068.0,0.0,650.0,354
2021-03-31,Punjab,3517.0,93.0,3291.0,133
2021-06-18,West Bengal,4723.0,48.0,3584.0,1091
2021-04-13,Punjab,3148.0,160.0,2264.0,724
2020-11-22,Uttar Pradesh,1438.0,133.0,1290.0,15
2021-04-05,Karnataka,4123.0,149.0,1637.0,2337
2021-01-11,Kerala,1330.0,171.0,350.0,809
2021-09-11,Tamil Nadu,1575.0,106.0,791.0,678
2020-04-18,Kerala,0.0,77.0,335.0,49
2021-03-12,Andhra Pradesh,3534.0,148.0,0.0,169
2021-11-10,Telangana,792.0,49.0,13.0,730
2020-12-22,Haryana,1629.0,56.0,1187.0,386
2020-12-12,Haryana,65.0,111.0,64.0,-110
2020-06-10,Delhi,885.0,25.0,807.0,53
2020-12-16,Uttar Pradesh,4583.0,160.0,3744.0,679
2021-11-26,Andhra Pradesh,3163.0,96.0,5.0,3062
2020-09-10,Haryana,1180.0,131.0,1138.0,-89
2021-08-15,Madhya Pradesh,14.0,162.0,13.0,-161
2020-09-17,Uttar Pradesh,3220.0,71.0,3059.0,90
2020-10-10,Rajasthan,4599.0,37.0,2091.0,2471
2020-03-23,Gujarat,1659.0,85.0,1066.0,508
2020-09-09,Odisha,2291.0,67.0,1059.0,1165
2021-02-22,Kerala,2978.0,93.0,1061.0,1824
2020-07-01,Karnataka,335.0,152.0,266.0,-83
2021-11-24,Punjab,1253.0,58.0,95.0,1100
2021-11-22,Madhya Pradesh,4008.0,24.0,3925.0,59
2021-10-07,Haryana,1517.0,0.0,821.0,620
2020-05-12,Haryana,3238.0,167.0,565.0,2506
2020-12-15,Delhi,3021.0,49.0,1533.0,1439
2021-02-09,Bihar,3445.0,155.0,2834.0,456
2020-05-08,Odisha,1904.0,106.0,185.0,1613
2021-07-13,Delhi,3727.0,100.0,3074.0,553
2020-12-04,Rajasthan,1082.0,0.0,112.0,781
2021-06-12,Madhya Pradesh,3816.0,54.0,1908.0,1854
2021-05-03,Telangana,4942.0,166.0,1600.0,3176
2021-12-06,West Bengal,26.0,37.0,3.0,-14
2021-10-24,West Bengal,1748.0,37.0,0.0,1140
2020-03-21,West Bengal,2024.0,145.0,440.0,1439
2021-06-11,Maharashtra,2432.0,57.0,770.0,1605
2021-07-24,Uttar Pradesh,914.0,61.0,598.0,255
2021-03-28,Madhya Pradesh,2750.0,78.0,716.0,1956
2021-10-31,Kerala,2183.0,20.0,1335.0,828
2021-08-25,Karnataka,3232.0,0.0,2118.0,943
2021-06-08,West Bengal,1573.0,98.0,379.0,1096
2020-09-17,Punjab,3973.0,12.0,2490.0,1471
2021-07-03,Rajasthan,497.0,136.0,381.0,-20
2021-01-28,Telangana,1845.0,46.0,269.0,1530
2020-04-06,Tamil Nadu,91.0,51.0,56.0,-16
2020-05-17,Karnataka,4262.0,0.0,263.0,3910
2021-09-27,Kerala,1197.0,174.0,767.0,256
2020-06-13,Madhya Pradesh,693.0,154.0,286.0,253
2021-05-15,Rajasthan,0.0,27.0,853.0,9
2020-08-14,Tamil Nadu,3706.0,73.0,750.0,2883
2020-10-20,Telangana,3097.0,0.0,1005.0,1968
2021-08-21,Odisha,4040.0,0.0,1711.0,2259
2020-03-27,Madhya Pradesh,3031.0,0.0,1104.0,1835
2020-12-25,Karnataka,2343.0,134.0,1477.0,732
2021-02-05,Maharashtra,2109.0,7.0,1452.0,650
2021-02-10,Gujarat,3597.0,0.0,0.0,2936
2020-10-03,Haryana,0.0,35.0,0.0,1327
2021-03-01,Delhi,944.0,174.0,858.0,-88
2020-09-22,Haryana,2840.0,131.0,1774.0,935
2020-05-13,Karnataka,2263.0,33.0,444.0,1786
2020-07-22,Madhya Pradesh,3963.0,150.0,1834.0,1979
2021-02-22,West Bengal,1172.0,41.0,201.0,930
2021-08-13,Tamil Nadu,0.0,84.0,3501.0,1075
2021-03-15,Delhi,1990.0,80.0,704.0,1206
2021-03-09,Andhra Pradesh,3972.0,36.0,0.0,3138
2021-08-14,Andhra Pradesh,3371.0,169.0,2093.0,1109
2021-06-13,Madhya Pradesh,0.0,173.0,1096.0,1588
2021-09-27,Odisha,679.0,128.0,105.0,446
2021-04-10,Maharashtra,2996.0,0.0,2542.0,385
2020-09-10,Kerala,2355.0,132.0,1930.0,293
2021-10-29,Bihar,4578.0,116.0,0.0,4271
2021-12-09,Punjab,4687.0,153.0,58.0,4476
2021-07-28,Telangana,2852.0,116.0,2545.0,191
2021-08-09,Tamil Nadu,435.0,71.0,417.0,-53
2021-10-13,Kerala,0.0,129.0,1326.0,2434
2020-11-16,Rajasthan,703.0,156.0,112.0,435
2021-08-11,Rajasthan,4299.0,183.0,4112.0,4
2020-05-17,Andhra Pradesh,0.0,79.0,1329.0,2231
2021-10-02,Punjab,1876.0,130.0,1106.0,640
2021-10-26,Gujarat,4066.0,179.0,293.0,3594
2020-05-05,Karnataka,2188.0,189.0,188.0,1811
2020-04-02,West Bengal,3824.0,73.0,2559.0,1192
2020-08-27,Punjab,2307.0,3.0,619.0,1685
2021-12-14,Odisha,4039.0,24.0,1534.0,2481
2020-04-19,West Bengal,1165.0,0.0,669.0,482
2021-08-29,Gujarat,2582.0,105.0,2144.0,333
2021-09-08,Andhra Pradesh,3881.0,52.0,2413.0,1416
2021-07-20,Bihar,4514.0,121.0,910.0,3483
2020-05-31,Karnataka,3992.0,74.0,3538.0,380
2020-09-10,Karnataka,529.0,76.0,242.0,211
2021-01-02,Punjab,1955.0,155.0,333.0,1467
2020-11-05,Odisha,4061.0,94.0,1319.0,2648
2021-11-17,Kerala,2055.0,8.0,782.0,1265
2020-05-22,Telangana,1830.0,133.0,210.0,1487
2021-01-29,Bihar,1110.0,66.0,61.0,983
2021-06-30,Gujarat,3732.0,0.0,3423.0,281
2021-03-07,Karnataka,2299.0,194.0,2100.0,5
2021-09-26,Delhi,1600.0,38.0,722.0,840
2021-07-25,Kerala,1771.0,165.0,1722.0,-116
2021-02-15,Odisha,1568.0,4.0,1233.0,331
2021-07-11,Gujarat,52.0,148.0,37.0,-133
2020-10-04,Gujarat,0.0,13.0,2451.0,2369
2021-04-23,Telangana,2733.0,183.0,1288.0,1262
2020-03-23,Delhi,240.0,134.0,104.0,2
2020-03-31,Uttar Pradesh,4578.0,0.0,578.0,3844
2020-12-14,Bihar,964.0,139.0,952.0,-127
2020-10-31,Haryana,1925.0,72.0,1472.0,381
2020-11-14,Bihar,4521.0,189.0,5.0,4327
2020-03-10,Andhra Pradesh,1110.0,69.0,0.0,54
2020-06-13,Gujarat,1195.0,21.0,390.0,784
2020-09-23,Delhi,0.0,138.0,0.0,-98
2020-09-18,Haryana,167.0,101.0,0.0,-19
2020-11-26,Punjab,343.0,182.0,331.0,-170
2021-12-16,Kerala,4988.0,77.0,914.0,3997
2021-03-27,Rajasthan,2258.0,110.0,1593.0,555
2020-07-10,Andhra Pradesh,903.0,128.0,197.0,578
2021-02-03,Gujarat,4507.0,4.0,0.0,122
2021-02-12,Rajasthan,1918.0,155.0,0.0,1236
2021-12-23,Andhra Pradesh,364.0,154.0,112.0,98
2020-09-05,Maharashtra,305.0,121.0,89.0,95
2021-04-07,Rajasthan,4709.0,28.0,2670.0,2011
2021-01-01,Odisha,750.0,100.0,0.0,384
2021-08-22,Madhya Pradesh,511.0,37.0,42.0,432
2020-10-19,Bihar,4340.0,38.0,2886.0,1416
2021-10-02,Rajasthan,1053.0,114.0,519.0,420
2020-04-13,Uttar Pradesh,1100.0,0.0,38.0,985
2020-04-14,Uttar Pradesh,764.0,118.0,290.0,356
2020-12-27,Delhi,1317.0,188.0,287.0,842
2021-12-22,Kerala,2612.0,0.0,0.0,639
2021-10-22,Karnataka,2025.0,48.0,1671.0,306
2020-03-16,Tamil Nadu,1129.0,26.0,1127.0,-24
2020-05-20,Bihar,1639.0,65.0,0.0,182
2020-10-29,Gujarat,950.0,0.0,770.0,122
2021-04-17,Andhra Pradesh,1923.0,60.0,1888.0,-25
2020-08-02,Telangana,3855.0,9.0,359.0,3487
2020-09-11,Bihar,1032.0,0.0,676.0,304
2021-03-22,Bihar,1634.0,174.0,37.0,1423
2020-12-23,Gujarat,4900.0,153.0,2779.0,1968
2020-05-21,Karnataka,3841.0,0.0,2320.0,1335
2020-10-14,Odisha,1496.0,0.0,1310.0,28
2020-07-28,Odisha,1046.0,142.0,409.0,495
2021-05-30,Rajasthan,0.0,168.0,709.0,676
2020-12-22,Madhya Pradesh,0.0,23.0,2125.0,735
2021-03-13,Bihar,3851.0,84.0,2306.0,1461
2021-11-21,Gujarat,4775.0,96.0,2371.0,2308
2021-11-15,Odisha,4312.0,64.0,1269.0,2979
2021-02-05,Andhra Pradesh,3058.0,132.0,1057.0,1869
2021-10-22,Uttar Pradesh,1858.0,78.0,1500.0,280
2020-10-18,Karnataka,2957.0,67.0,2239.0,651
2020-08-14,Karnataka,3775.0,88.0,0.0,1096
2021-08-04,Uttar Pradesh,3151.0,133.0,2163.0,855
2021-10-04,Karnataka,155.0,101.0,12.0,42
2020-04-25,Bihar,1374.0,131.0,1249.0,-6
2020-08-04,Tamil Nadu,150.0,184.0,20.0,-54
2021-04-06,Maharashtra,3661.0,21.0,3391.0,249
2021-05-12,Telangana,2773.0,31.0,185.0,2557
2020-03-02,Bihar,3830.0,156.0,3827.0,-153
2020-06-21,Tamil Nadu,3065.0,0.0,527.0,2494
2021-05-01,Rajasthan,3767.0,14.0,0.0,1786
2021-07-03,Gujarat,1795.0,107.0,753.0,935
2020-09-02,Uttar Pradesh,2542.0,0.0,433.0,2098
2021-11-22,Uttar Pradesh,3628.0,13.0,2671.0,944
2020-04-11,Bihar,770.0,128.0,491.0,151
2020-11-03,Maharashtra,38.0,130.0,29.0,-121
2020-08-03,Haryana,4025.0,29.0,1113.0,2883
2021-12-14,Karnataka,4158.0,35.0,3162.0,961
2021-10-02,Maharashtra,4799.0,3.0,3658.0,1138
2020-06-19,Andhra Pradesh,106.0,122.0,33.0,-49
2020-11-14,Telangana,2437.0,159.0,0.0,1853
2020-06-26,Andhra Pradesh,3997.0,190.0,2929.0,878
2020-06-03,Rajasthan,0.0,166.0,1581.0,1766
2021-08-10,Andhra Pradesh,0.0,74.0,0.0,61
2020-04-01,Punjab,1927.0,117.0,1831.0,-21
2021-10-07,Uttar Pradesh,472.0,113.0,378.0,-19
2021-07-14,Odisha,4657.0,28.0,4318.0,311
2021-01-08,Telangana,1965.0,44.0,379.0,1542
2020-09-21,Odisha,4826.0,0.0,184.0,4642
2020-11-14,Maharashtra,0.0,39.0,600.0,226
2021-02-21,Tamil Nadu,0.0,171.0,24.0,182
2021-01-26,Tamil Nadu,3603.0,136.0,982.0,2485
2020-06-21,Haryana,3526.0,149.0,3401.0,-24
2021-04-11,Gujarat,2656.0,97.0,289.0,2270
2020-06-05,Madhya Pradesh,1400.0,54.0,993.0,353
2021-01-17,West Bengal,3251.0,17.0,1204.0,2030
2021-08-05,Kerala,4257.0,190.0,2228.0,1839
2021-04-17,Karnataka,0.0,183.0,256.0,97
2021-04-20,Uttar Pradesh,304.0,195.0,300.0,-191
2021-12-18,Andhra Pradesh,1333.0,126.0,174.0,1033
2021-02-26,Maharashtra,847.0,142.0,297.0,408
2020-08-23,Tamil Nadu,3956.0,153.0,2773.0,1030
2021-11-10,West Bengal,952.0,151.0,107.0,694
2021-12-17,Odisha,1037.0,18.0,70.0,949
2020-09-12,Gujarat,2192.0,93.0,1709.0,390
2021-06-27,Odisha,2419.0,69.0,378.0,1972
2021-04-28,Uttar Pradesh,0.0,175.0,99.0,3468
2021-08-24,Punjab,2665.0,145.0,841.0,1679
2021-04-01,Gujarat,1688.0,7.0,73.0,1608
2020-05-23,Rajasthan,1890.0,133.0,477.0,1280
2021-03-13,Odisha,1715.0,81.0,12.0,1622
2020-11-12,Madhya Pradesh,2264.0,193.0,893.0,1178
2020-12-04,Rajasthan,1308.0,97.0,916.0,295
2020-12-04,Rajasthan,2795.0,186.0,398.0,2211
2021-12-07,Karnataka,4602.0,8.0,160.0,4434
2021-10-21,Tamil Nadu,1176.0,54.0,784.0,338
2021-08-20,Uttar Pradesh,2788.0,12.0,1707.0,1069
2021-03-11,Telangana,3036.0,148.0,2122.0,766
2020-10-15,Bihar,3119.0,62.0,267.0,2790
2021-03-23,Haryana,2269.0,140.0,937.0,1192
2020-04-04,Gujarat,4816.0,159.0,518.0,4139
2021-12-31,Odisha,3273.0,109.0,3029.0,135
2021-12-27,Tamil Nadu,4163.0,186.0,1236.0,2741
2021-09-12,Punjab,2928.0,113.0,2654.0,161
2020-05-23,Kerala,4764.0,84.0,2504.0,2176
2021-02-04,Kerala,923.0,197.0,770.0,-44
2020-03-15,Odisha,959.0,0.0,629.0,318
2021-08-16,Haryana,0.0,117.0,2899.0,211
2021-07-02,Madhya Pradesh,1774.0,105.0,1505.0,164
2020-09-23,Haryana,1177.0,17.0,0.0,1113
2020-07-08,Punjab,2445.0,37.0,551.0,1857
2021-08-08,Kerala,2555.0,65.0,479.0,2011
2021-08-09,Rajasthan,4527.0,26.0,1003.0,3498
2020-04-08,Andhra Pradesh,938.0,0.0,205.0,563
2020-05-13,Madhya Pradesh,372.0,62.0,366.0,-56
2021-05-18,Haryana,793.0,154.0,677.0,-38
2020-04-20,Delhi,3754.0,11.0,1538.0,2205
2021-11-17,Telangana,2726.0,178.0,1250.0,1298
2020-04-09,Odisha,0.0,134.0,0.0,31
2020-08-08,Delhi,4244.0,116.0,2612.0,1516
2021-08-29,Uttar Pradesh,1972.0,146.0,196.0,1630
2021-08-12,Tamil Nadu,1425.0,0.0,653.0,772
2021-02-04,Maharashtra,2857.0,0.0,99.0,2758
2021-10-05,Rajasthan,2953.0,141.0,1837.0,975
2021-11-05,Delhi,855.0,98.0,829.0,-72
2021-10-01,Kerala,184.0,9.0,65.0,110
2020-12-26,Punjab,3138.0,136.0,2692.0,310
2020-05-08,Delhi,319.0,176.0,71.0,72
2020-06-19,Uttar Pradesh,998.0,0.0,0.0,453
2021-08-04,Gujarat,4896.0,134.0,130.0,4632
2020-07-11,Kerala,37.0,102.0,25.0,-90
2021-03-18,Maharashtra,1411.0,84.0,626.0,701
2021-08-27,Uttar Pradesh,3190.0,179.0,1960.0,1051
2021-10-10,Maharashtra,3787.0,3.0,2045.0,1739
2021-12-08,Bihar,992.0,0.0,0.0,896
2021-09-26,Gujarat,1330.0,115.0,624.0,591
2020-03-10,Madhya Pradesh,2609.0,121.0,686.0,1802
2021-02-01,Kerala,3773.0,183.0,2114.0,1476
2021-09-04,Madhya Pradesh,0.0,0.0,53.0,-38
2021-08-11,Odisha,0.0,73.0,483.0,759
2021-07-31,Rajasthan,0.0,166.0,2432.0,1626
2021-12-30,Tamil Nadu,800.0,175.0,277.0,348
2020-12-28,Gujarat,1840.0,0.0,1301.0,340
2021-03-25,Bihar,3597.0,160.0,2118.0,1319
2021-04-23,Telangana,1571.0,117.0,987.0,467
2021-11-12,Kerala,98.0,121.0,95.0,-118
2021-12-19,Gujarat,3927.0,196.0,1175.0,2556
2020-05-23,West Bengal,191.0,40.0,95.0,56
2021-08-24,Kerala,4221.0,100.0,0.0,3733
2021-04-09,Madhya Pradesh,4373.0,71.0,1878.0,2424
2021-02-06,Gujarat,2144.0,51.0,174.0,1919
2020-10-12,Telangana,1042.0,30.0,844.0,168
2020-06-22,Bihar,2551.0,0.0,0.0,696
2020-06-05,Bihar,146.0,181.0,56.0,-91
2020-07-16,Andhra Pradesh,2951.0,74.0,0.0,213
2020-06-13,Gujarat,0.0,62.0,1242.0,3536
2021-06-17,Andhra Pradesh,1213.0,115.0,0.0,680
2021-04-03,Madhya Pradesh,0.0,55.0,560.0,4208
2020-10-04,Maharashtra,2610.0,170.0,816.0,1624
2021-10-14,Telangana,2500.0,126.0,47.0,2327
2021-06-06,Karnataka,2802.0,41.0,402.0,2359
2020-07-04,Karnataka,62.0,0.0,17.0,-30
2021-11-27,Gujarat,700.0,56.0,108.0,536
2020-10-28,Karnataka,4797.0,133.0,2256.0,2408
2021-11-21,Tamil Nadu,2487.0,0.0,1059.0,1251
2021-03-17,Karnataka,608.0,142.0,61.0,405
2021-02-05,Rajasthan,1442.0,117.0,454.0,871
2020-05-26,Karnataka,4760.0,93.0,785.0,3882
2021-05-30,Kerala,2446.0,177.0,0.0,1015
2020-04-24,Rajasthan,3649.0,25.0,3512.0,112
2021-09-19,Gujarat,1299.0,49.0,339.0,911
2021-06-30,Haryana,1135.0,68.0,949.0,118
2021-05-09,Haryana,1303.0,114.0,932.0,257
2021-01-30,Tamil Nadu,4145.0,0.0,2742.0,1319
2021-11-02,Tamil Nadu,0.0,0.0,3755.0,162
2021-05-27,Karnataka,3624.0,172.0,2377.0,1075
2021-01-29,Rajasthan,0.0,83.0,2732.0,468
2020-12-07,Haryana,1292.0,92.0,1220.0,-20
2021-04-09,Madhya Pradesh,1918.0,188.0,979.0,751
2021-08-21,Bihar,2909.0,82.0,2849.0,-22
2020-12-11,Haryana,2745.0,181.0,368.0,2196
2021-10-05,Andhra Pradesh,914.0,31.0,0.0,789
2021-09-16,Punjab,1956.0,136.0,766.0,1054
2021-08-08,Rajasthan,4727.0,130.0,4503.0,94
2021-12-26,Telangana,1017.0,81.0,56.0,880
2021-07-17,Maharashtra,4722.0,127.0,2089.0,2506
2021-05-10,Kerala,3114.0,130.0,1629.0,1355
2021-05-23,Kerala,3059.0,20.0,998.0,2041
2020-10-13,Rajasthan,0.0,35.0,3317.0,523
2020-05-11,Delhi,83.0,42.0,36.0,5
2021-01-23,Madhya Pradesh,425.0,41.0,0.0,127
2021-06-09,Tamil Nadu,1964.0,191.0,1343.0,430
2021-01-02,Maharashtra,3934.0,145.0,1698.0,2091
2021-03-06,Gujarat,4077.0,166.0,2439.0,1472
2020-03-29,Bihar,1897.0,119.0,1872.0,-94
2021-12-02,Karnataka,4619.0,34.0,1733.0,2852
2021-09-11,Delhi,398.0,70.0,398.0,-70
2021-12-27,Kerala,2157.0,14.0,299.0,1844
2020-10-14,Gujarat,4680.0,142.0,2860.0,1678
